_id,text
1613064526156664832,"[""activity"",""argued"",""corrupted"",""educational"",""example"",""good"",""harsh"",""lanark"",""naturally"",""new"",""opponent"",""owen"",""people"",""physical"",""robert"",""strong"",""treated"",""way""]"
1613064542564532224,"[""14th"",""city"",""interested"",""january"",""manchester"",""message"",""proofsmancity"",""seated"",""selling"",""tickets"",""together"",""united"",""youre""]"
1613064559174078464,"[""changes"",""five"",""hag"",""implement"",""man"",""manchester"",""news"",""philosophy"",""ten"",""transfer"",""united""]"
1613064719253790721,"[""bond"",""born"",""dalton"",""eldris"",""first"",""italian"",""james"",""like"",""non"",""parents"",""timothy"",""white""]"
1613064742356275200,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064766557401088,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064769279512576,"[""america"",""attack"",""biden"",""congress"",""considering"",""finding"",""opinion"",""political"",""pressure"",""problems"",""professor"",""put"",""remember""]"
1613064788392972288,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064810459189250,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064837546008576,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064875433160706,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064898812203009,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064922778447872,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064941451231233,"[""blatant"",""europe"",""laws"",""lie"",""like"",""nothing"",""ones"",""proposed"",""referring"",""shapps"",""strike"",""told"",""yesterday""]"
1613064943989035011,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613064966101434369,"[""109"",""2023"",""amongst"",""countries"",""five"",""henley"",""list"",""pakistani"",""partners"",""passport"",""passports"",""places"",""ranking"",""released"",""travel"",""worst""]"
1613065052508110849,"[""ass"",""back"",""came"",""come"",""commentator"",""dumb"",""either"",""england"",""expect"",""harry"",""ignorant"",""kisser"",""liz"",""parents"",""prince"",""royal"",""time"",""visit"",""want"",""went"",""without""]"
1613065117985566721,"[""#buyingcontent"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""custom"",""horny"",""session"",""snapchat"",""videocalls"",""videos"",""whos""]"
1613065165431529473,"[""#buyingcontent"",""#legit"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""cheap"",""dick"",""drain"",""horny"",""ill"",""session"",""snapchat"",""videos"",""whos""]"
1613065263263490048,"[""english"",""minister"",""opinion"",""prime""]"
1613065424438190080,"[""#buyingcontent"",""#camsex"",""#horny"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""content"",""dick"",""drain"",""horny"",""selling"",""snapchat"",""snapsession"",""videos"",""whos""]"
1613065459917795328,"[""#buyingcontent"",""#dickrate"",""#horny"",""#sellingcontents"",""#uk"",""buying"",""dick"",""drain"",""horny"",""snapchat"",""whos""]"
1613065463134834688,"[""africa"",""city"",""clinical"",""covid"",""discovered"",""existed"",""indicated"",""new"",""omicron"",""originally"",""probably"",""scientists"",""shows"",""south"",""spread"",""study"",""testing"",""variant"",""wastewater"",""widely"",""york""]"
1613065581078675456,"[""best"",""bomb"",""box"",""campaign"",""cant"",""dear"",""february"",""great"",""labour"",""obi"",""party"",""refused"",""seun"",""squad"",""wait"",""wanted"",""well""]"
1613065688972947460,"[""adverse"",""anti"",""boot"",""caste"",""country"",""den"",""effect"",""future"",""govt"",""harvard"",""hiked"",""hindu"",""india"",""irony"",""isnt"",""lcs"",""licking"",""literally"",""making"",""merit"",""modi"",""narrative"",""obcs"",""oxford"",""quotas"",""respected"",""upper""]"
1613065723030421505,"[""1938"",""become"",""conference"",""edge"",""expose"",""former"",""friends"",""governments"",""munich"",""nazi"",""opposing"",""racing"",""reluctant"",""secret"",""spies"",""tense"",""war"",""work""]"
1613065733906251776,"[""1970s"",""amidst"",""appetite"",""appreciate"",""befriends"",""designs"",""determined"",""estella"",""grifter"",""london"",""name"",""named"",""pair"",""punk"",""revolution"",""rock"",""thieves"",""young""]"
1613065901225435137,"[""501c"",""applications"",""auditing"",""conservatives"",""lots"",""slow"",""walking"",""ways""]"
1613065905247817728,"[""arrived"",""black"",""christian"",""come"",""conservatives"",""degree"",""derek"",""example"",""famous"",""finishing"",""flavor"",""leave"",""leftist"",""low"",""retention"",""son"",""stay"",""stormfront"",""students"",""tend"",""without""]"
1613065927267962882,"[""biden"",""documents"",""irresponsible"",""secret"",""stashing"",""trump""]"
1613066256692772865,"[""affordable"",""buying"",""coldplay"",""interested"",""manchester"",""old"",""price"",""someone"",""thems"",""tickets"",""trafford""]"
1613066389245558786,"[""doom"",""gloom"",""glory"",""heimbuch"",""jesus"",""karen"",""london"",""lord"",""manner"",""orchestra"",""rather"",""read"",""revelation"",""symphony"",""testimony""]"
1613066440193593344,"[""boris"",""carrie"",""door"",""johnson"",""kutya"",""mobile"",""pakistani"",""personal"",""phones"",""pictures"",""politicians"",""told"",""took"",""videos""]"
1613066491280384001,"[""ancestory"",""british"",""england"",""english"",""ethnicity"",""got"",""hds"",""irish"",""know"",""life"",""lived"",""needs"",""one"",""passport"",""recently"",""scandinavian"",""tests""]"
1613066513170432000,"[""california"",""centers"",""colorado"",""control"",""departments"",""detect"",""disease"",""first"",""four"",""funded"",""health"",""national"",""new"",""potential"",""prevention"",""states"",""surveillance"",""system"",""texas"",""wastewater"",""york""]"
1613066570586099714,"[""back"",""base"",""core"",""corrupt"",""couldnt"",""fan"",""fill"",""got"",""gym"",""hattons"",""league"",""links"",""manchester"",""outside"",""owners"",""pocket"",""premier"",""ricky"",""sponsors"",""theyve"",""wonder""]"
1613066629713219585,"[""500"",""dont"",""free"",""games"",""high"",""money"",""need"",""pounds"",""source"",""stake""]"
1613067154017947648,"[""bear"",""believe"",""euriope"",""government"",""house"",""knew"",""laws"",""lied"",""mislead"",""nothing"",""parliament"",""rats"",""resemblance"",""say"",""shapps"",""whatsoever"",""yesterday""]"
1613067345488150528,"[""boris"",""corrupt"",""idiots"",""personality"",""split""]"
1613067545984077825,"[""advocacy"",""corect"",""cunt"",""deceitfil"",""fucking"",""gut"",""haemoglobin"",""illness"",""injection"",""invasive"",""lowered"",""need"",""offer"",""old"",""oral"",""safe"",""say"",""vaccine"",""via""]"
1613067553471107072,"[""accountability"",""body"",""care"",""ccgs"",""dangerously"",""encouraged"",""england"",""holds"",""needs"",""nhs"",""norwich"",""office"",""party"",""patients"",""poor"",""real"",""receive"",""report"",""westminster""]"
1613067578020368384,"[""#buyingcontent"",""#legit"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""cheap"",""dick"",""drain"",""horny"",""ill"",""session"",""snapchat"",""videos"",""whos""]"
1613067620382806018,"[""#buyingcontent"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""custom"",""horny"",""session"",""snapchat"",""videocalls"",""videos"",""whos""]"
1613067621825671169,"[""advocacy"",""corect"",""cunt"",""deceitfil"",""fucking"",""gut"",""haemoglobin"",""illness"",""injection"",""invasive"",""lowered"",""need"",""offer"",""old"",""oral"",""safe"",""say"",""vaccine"",""via""]"
1613067644604661760,"[""advocacy"",""corect"",""cunt"",""deceitfil"",""fucking"",""gut"",""haemoglobin"",""illness"",""injection"",""invasive"",""lowered"",""need"",""offer"",""old"",""oral"",""safe"",""say"",""vaccine"",""via""]"
1613067678968602624,"[""bills"",""energy"",""pay"",""struggles""]"
1613067778667483136,"[""#buyingcontent"",""#dickrate"",""#horny"",""#sellingcontents"",""#uk"",""buying"",""dick"",""drain"",""horny"",""snapchat"",""whos""]"
1613067813568253954,"[""#buyingcontent"",""#camsex"",""#horny"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""content"",""dick"",""drain"",""horny"",""selling"",""snapchat"",""snapsession"",""videos"",""whos""]"
1613068358718464000,"[""500"",""dont"",""free"",""games"",""high"",""money"",""need"",""pounds"",""source"",""stake""]"
1613068406248378368,"[""absolutely"",""afraid"",""bite"",""blood"",""cowardly"",""cunt"",""deceitful"",""delivered"",""expedient"",""flea"",""fucking"",""greedy"",""identified"",""infant"",""intent"",""mosquito"",""need"",""old"",""person"",""poor"",""retard"",""tic"",""unlawfully"",""vaccine"",""via"",""vulnerable""]"
1613068550092263425,"[""explains"",""fact"",""gun"",""homicide"",""japan"",""rate"",""restrictions"",""similar""]"
1613068610397691904,"[""500"",""dont"",""free"",""games"",""high"",""money"",""need"",""pounds"",""source"",""stake""]"
1613068729558142976,"[""bet"",""didnt"",""either"",""england"",""fan"",""live"",""man"",""typical"",""utd""]"
1613068745228025856,"[""boy"",""delig"",""eft"",""england"",""intoxicated"",""man"",""returned"",""something""]"
1613068752786173954,"[""biggest"",""children"",""development"",""educate"",""guru"",""india"",""indias"",""king"",""lying"",""ministers"",""naked"",""phony"",""position"",""power"",""praise"",""retain"",""singing"",""threat"",""vishv"",""world""]"
1613068776878280705,"[""biggest"",""children"",""development"",""educate"",""guru"",""india"",""indias"",""king"",""lying"",""ministers"",""naked"",""phony"",""position"",""power"",""praise"",""retain"",""singing"",""threat"",""vishv"",""world""]"
1613068784796827649,"[""already"",""amc"",""announced"",""another"",""assembled"",""bradleys"",""dead"",""deal"",""england"",""equip"",""heavy"",""huge"",""next"",""orcs"",""package"",""plus"",""tanks"",""trained"",""troll"",""way"",""week""]"
1613069257524346882,"[""boris"",""canada"",""class"",""consultants"",""create"",""didnt"",""eliminating"",""everything"",""ideology"",""johnsons"",""middle"",""otoole"",""platform"",""privatising"",""trump"",""try"",""use"",""wasnt""]"
1613069486222983169,"[""appease"",""deserts"",""desperately"",""green"",""liar"",""lunatics"",""nicola"",""party"",""piece"",""sturgeon"",""trying"",""work""]"
1613069542179078144,"[""abubakar"",""atiku"",""candidate"",""democratic"",""discusses"",""economy"",""government"",""met"",""officials"",""online"",""party"",""peoples"",""presidential"",""security"",""tribune""]"
1613069546503704576,"[""calling"",""doctor"",""kid"",""like"",""lmao"",""lobotomy"",""mister"",""surgeon"",""trying"",""work"",""yes""]"
1613069876364550145,"[""#ambulancestrike"",""allowed"",""die"",""family"",""hope"",""members"",""one"",""people"",""rest"",""suffer"",""support"",""today"",""underpaid"",""want""]"
1613069889270583296,"[""board"",""england"",""focusing"",""money"",""odi"",""pakistan"",""played"",""t20""]"
1613069915594043397,"[""bought"",""retire"",""shill"",""time""]"
1613070010213175296,"[""conservatives"",""grifting"",""grubby"",""lectures"",""like"",""little"",""neither"",""nobody"",""piss"",""pot"",""taking""]"
1613070384290463745,"[""advocacy"",""correct"",""cunt"",""deceitfil"",""fucking"",""gut"",""haemoglobin"",""illness"",""injection"",""invasive"",""lawful"",""lowered"",""need"",""offer"",""old"",""oral"",""safe"",""say"",""vaccine"",""via""]"
1613070413034127360,"[""arcade"",""brings"",""fans"",""kart"",""mobile"",""platforms"",""preseason"",""racing"",""thrills""]"
1613070457338462208,"[""child"",""conservatives"",""democrat"",""epstein"",""far"",""flight"",""island"",""libraries"",""log"",""person"",""porn"",""putting"",""school"",""single""]"
1613070459465269248,"[""eur"",""new"",""opportunity"",""session"",""trade"",""valid"",""york""]"
1613070659873288194,"[""minister"",""pakistan"",""prime"",""real""]"
1613070831621443584,"[""advocacy"",""correct"",""cunt"",""deceitfil"",""fucking"",""gut"",""haemoglobin"",""illness"",""injection"",""invasive"",""justice"",""lawful"",""lowered"",""need"",""offer"",""old"",""oral"",""safe"",""say"",""supreme"",""vaccine"",""via"",""warning""]"
1613070937645285380,"[""#LIKEapp"",""broadcasting"",""come"",""live"",""magic""]"
1613070974660005890,"[""arse"",""clown"",""complete"",""mask""]"
1613071615964729345,"[""#Omegle"",""#SellingContent"",""#british"",""#buyingcontent"",""#findom"",""#leaked"",""#nsfwtwt"",""#paypal"",""#paypigslave"",""#pyt"",""#teen"",""#uk"",""available"",""calls""]"
1613071636567326720,"[""conservatives"",""grifting"",""grubby"",""lectures"",""like"",""little"",""neither"",""nobody"",""piss"",""pot"",""taking""]"
1613071691382689793,"[""arriving"",""exiting"",""jet"",""king"",""london"",""majesties"",""mathilde"",""maxima"",""netherlands"",""queen"",""royal"",""willem""]"
1613071744813731841,"[""billion"",""cash"",""companies"",""council"",""invested"",""labour"",""oil"",""one"",""pension"",""taxpayers"",""top""]"
1613071770982174722,"[""board"",""candidate"",""energy"",""enormous"",""filled"",""gives"",""going"",""good"",""honourable"",""initiative"",""minds"",""minister"",""parents"",""positive"",""ppc"",""prime"",""students"",""taken"",""thinking"",""year""]"
1613072155956084736,"[""ask"",""citys"",""director"",""football"",""man"",""wilcox""]"
1613072269491965986,"[""assone"",""british"",""dum"",""everything"",""ims"",""india"",""kill"",""medical"",""name"",""owner"",""people"",""possible"",""prove"",""richa"",""sent"",""terrorism"",""tried"",""women"",""wrong""]"
1613072344859164672,"[""anaemic"",""blood"",""boast"",""cause"",""change"",""given"",""gut"",""illness"",""increase"",""injected"",""intended"",""introduced"",""invasion"",""invasive"",""jab"",""million"",""non"",""vaccinology"",""via""]"
1613072435355549699,"[""anaemic"",""blood"",""boast"",""cause"",""change"",""given"",""gut"",""illness"",""increase"",""injected"",""intended"",""introduced"",""invasion"",""invasive"",""jab"",""million"",""non"",""vaccinology"",""via""]"
1613072458801713152,"[""anaemic"",""blood"",""boast"",""cause"",""change"",""given"",""gut"",""illness"",""increase"",""injected"",""intended"",""introduced"",""invasion"",""invasive"",""jab"",""million"",""non"",""vaccinology"",""via""]"
1613072461976801280,"[""#PrinceWilliam"",""#PrincessofWales"",""#WeloveyouHarryandMeghan"",""around"",""seems"",""world""]"
1613072483862867970,"[""anaemic"",""blood"",""boast"",""cause"",""change"",""given"",""gut"",""illness"",""increase"",""injected"",""intended"",""introduced"",""invasion"",""invasive"",""jab"",""million"",""non"",""vaccinology"",""via""]"
1613072746900070400,"[""#ambulancesrivers"",""ambulance"",""blackmail"",""familys"",""luck"",""need"",""people"",""rest"",""special"",""strikes"",""suffer"",""today"",""workers""]"
1613073015838838785,"[""bcs"",""begins"",""charity"",""count"",""doesnt"",""home"",""still""]"
1613073170822561792,"[""#CarabaoCup"",""#Charlton"",""#ManchesterUnited"",""#profjavsports"",""2023"",""carabao"",""charlton"",""cup"",""janeiro"",""manchester"",""united""]"
1613073336367517704,"[""across"",""asks"",""bells"",""churches"",""england"",""ring"",""ukraine""]"
1613073353434185728,"[""#PrinceWilliam"",""#PrincessofWales"",""ambassadors"",""briefing"",""busy"",""harry"",""health"",""leaking"",""meghan"",""mental"",""press"",""seems""]"
1613073419838590976,"[""#freecarcheck"",""#motddue"",""#mothistory"",""#motstatus"",""#mottest"",""analytics"",""buying"",""car"",""check"",""due"",""free"",""history"",""lose"",""mot"",""people"",""status"",""tend"",""thoughts"",""used"",""utilize""]"
1613073549530660864,"[""died"",""dropped"",""ground"",""hundreds"",""impact"",""new"",""present"",""towers"",""two"",""york"",""zero""]"
1613073622687485953,"[""ambulance"",""blackmail"",""die"",""drivers"",""killing"",""lost"",""low"",""pay"",""people"",""power"",""public"",""respect"",""rest"",""today""]"
1613073731617783809,"[""app"",""brompton"",""code"",""couldnt"",""didnt"",""help"",""hire"",""iphone"",""london"",""may"",""next"",""plan"",""sign"",""try"",""unfortunately"",""user"",""vacation"",""want"",""week""]"
1613073747745058818,"[""americans"",""classified"",""didnt"",""documents"",""double"",""end"",""favouritism"",""iran"",""lying"",""pedophile"",""pertaining"",""political"",""specifically"",""standards"",""steal"",""ukraine""]"
1613074035226689536,"[""answered"",""cat"",""elderly"",""fall"",""labour"",""luck"",""strike"",""stroke"",""today"",""tough"",""workers""]"
1613074079996645376,"[""fan"",""god"",""man"",""manchester"",""thank"",""time"",""united"",""whats""]"
1613074206266396673,"[""conditions"",""finally"",""forced"",""government"",""hope"",""pay"",""position"",""right"",""strike"",""support"",""terms""]"
1613078412129861633,"[""ability"",""bearing"",""belfast"",""council"",""delay"",""dfi"",""extraordinarily"",""foi"",""influence"",""intent"",""killing"",""planning"",""project"",""ref"",""request"",""search"",""seen"",""shows"",""site"",""whether"",""wonder""]"
1613078555558301696,"[""#buyingcontent"",""#paypal"",""#sellingcontents"",""#uk"",""buying"",""custom"",""horny"",""session"",""snapchat"",""videocalls"",""videos"",""whos""]"
